whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
spaS184_000000003703	TRUE	FALSE	FALSE	1	1	8134	7	0	0	0	unbinned
spaS184_000000003730	FALSE	FALSE	TRUE	1	1	8620	7	1	1	1	good MAG
spaS184_000000003734	TRUE	FALSE	FALSE	1	1	8612	13	0	0	0	unbinned
spaS184_000000003777	FALSE	FALSE	TRUE	2	1	8509	24	1	1	1	good MAG
spaS184_000000003786	TRUE	FALSE	FALSE	5	1	8495	15	0	4	4	good MAG
spaS184_000000003800	FALSE	TRUE	FALSE	1	1	8457	5	0	1	1	good MAG
spaS184_000000003811	TRUE	TRUE	FALSE	4	1	8431	15	0	0	0	unbinned
spaS184_000000003847	TRUE	FALSE	FALSE	4	2	8357	15	0	0	0	unbinned
spaS184_000000003861	TRUE	FALSE	FALSE	2	1	17450	15	0	0	0	unbinned
spaS184_000000003949	TRUE	FALSE	FALSE	1	1	8151	11	0	1	1	good MAG
spaS184_000000003976	FALSE	TRUE	FALSE	1	1	8093	11	0	0	0	unbinned
spaS184_000000003980	TRUE	FALSE	FALSE	1	1	8091	8	0	0	0	unbinned
spaS184_000000004003	FALSE	TRUE	FALSE	2	1	8024	11	0	0	0	unbinned
spaS184_000000004012	FALSE	TRUE	FALSE	13	3	9641	14	0	10	10	good MAG
spaS184_000000004033	TRUE	FALSE	FALSE	1	1	7953	8	0	0	0	unbinned
spaS184_000000004058	TRUE	FALSE	FALSE	2	2	8258	9	0	0	0	unbinned
spaS184_000000004081	FALSE	FALSE	TRUE	1	1	7853	5	1	1	1	good MAG
spaS184_000000004130	FALSE	TRUE	FALSE	1	1	7745	7	0	0	0	unbinned
spaS184_000000004131	TRUE	FALSE	FALSE	1	1	7742	9	0	0	0	unbinned
spaS184_000000004252	TRUE	FALSE	FALSE	1	1	7505	9	0	1	1	good MAG
spaS184_000000004269	TRUE	FALSE	FALSE	1	1	7472	8	0	0	0	unbinned
spaS184_000000004276	TRUE	FALSE	FALSE	1	1	7463	6	0	0	0	unbinned
spaS184_000000004300	FALSE	TRUE	FALSE	4	3	8839	16	0	0	0	unbinned
spaS184_000000004308	FALSE	TRUE	FALSE	1	1	7403	12	0	0	0	unbinned
spaS184_000000004338	TRUE	FALSE	FALSE	19	4	9655	16	0	1	1	good MAG
spaS184_000000004347	FALSE	TRUE	FALSE	1	1	7319	5	0	0	0	unbinned
spaS184_000000004355	TRUE	FALSE	FALSE	1	1	7314	7	0	0	0	unbinned
spaS184_000000004362	FALSE	TRUE	FALSE	3	1	7305	8	0	3	3	good MAG
spaS184_000000004368	TRUE	FALSE	FALSE	1	1	29747	26	0	0	0	unbinned
spaS184_000000004369	FALSE	FALSE	TRUE	3	2	7292	55	1	2	2	good MAG
spaS184_000000004419	FALSE	TRUE	FALSE	2	1	7204	13	0	1	2	good MAG
spaS184_000000004444	TRUE	FALSE	FALSE	1	1	7145	12	0	0	0	unbinned
spaS184_000000004453	FALSE	TRUE	FALSE	1	1	7135	12	0	0	0	unbinned
spaS184_000000004501	TRUE	FALSE	FALSE	1	1	7030	8	0	1	1	good MAG
spaS184_000000004576	TRUE	FALSE	FALSE	1	1	6912	9	0	0	0	unbinned
spaS184_000000004587	TRUE	FALSE	FALSE	2	1	6889	26	0	0	0	unbinned
spaS184_000000004593	TRUE	FALSE	FALSE	2	1	24646	22	0	0	0	unbinned
spaS184_000000004597	FALSE	TRUE	FALSE	1	1	6870	11	0	0	0	unbinned
spaS184_000000004598	TRUE	FALSE	FALSE	1	1	6869	5	0	0	0	unbinned
spaS184_000000004637	TRUE	FALSE	FALSE	2	1	6803	12	0	0	0	unbinned
spaS184_000000004661	TRUE	FALSE	FALSE	1	1	6767	10	0	0	0	unbinned
spaS184_000000004669	TRUE	FALSE	FALSE	4	1	6722	18	0	4	4	good MAG
spaS184_000000004710	TRUE	FALSE	FALSE	1	1	6701	5	0	0	0	unbinned
spaS184_000000004734	TRUE	FALSE	FALSE	2	1	6680	7	0	0	0	unbinned
spaS184_000000004741	TRUE	FALSE	FALSE	10	3	6669	17	0	1	1	good MAG
spaS184_000000004746	FALSE	FALSE	TRUE	1	1	13032	13	1	1	1	good MAG
spaS184_000000004782	FALSE	TRUE	FALSE	3	2	6604	59	0	2	2	good MAG
spaS184_000000004830	FALSE	TRUE	FALSE	3	2	9597	6	0	2	3	good MAG
spaS184_000000004832	TRUE	FALSE	FALSE	2	1	26296	20	0	1	1	good MAG
spaS184_000000004869	FALSE	TRUE	FALSE	1	1	6488	8	0	0	0	unbinned
spaS184_000000004871	TRUE	FALSE	FALSE	2	1	6486	12	0	2	2	good MAG
spaS184_000000004878	FALSE	TRUE	FALSE	1	1	6479	7	0	0	0	unbinned
spaS184_000000004950	FALSE	TRUE	FALSE	3	3	6373	15	0	2	2	good MAG
spaS184_000000004958	TRUE	FALSE	FALSE	2	2	8805	8	0	2	2	good MAG
spaS184_000000004961	TRUE	FALSE	FALSE	1	1	6362	5	0	0	0	unbinned
spaS184_000000005010	FALSE	FALSE	TRUE	2	1	6294	19	1	1	1	good MAG
spaS184_000000005030	TRUE	FALSE	FALSE	1	1	6272	6	0	0	0	unbinned
spaS184_000000005033	TRUE	TRUE	FALSE	4	2	46563	32	0	3	3	good MAG
spaS184_000000005054	TRUE	FALSE	FALSE	3	2	6247	7	0	2	2	good MAG
spaS184_000000005077	TRUE	FALSE	FALSE	1	1	6219	6	0	0	0	unbinned
spaS184_000000005088	TRUE	FALSE	FALSE	1	1	6208	5	0	0	0	unbinned
spaS184_000000005093	TRUE	FALSE	FALSE	3	3	9614	13	0	2	2	good MAG
spaS184_000000005128	TRUE	FALSE	FALSE	7	2	6841	22	0	5	5	good MAG
spaS184_000000005130	TRUE	FALSE	FALSE	1	1	6166	8	0	0	0	unbinned
spaS184_000000005136	TRUE	FALSE	FALSE	1	1	6158	5	0	0	0	unbinned
spaS184_000000005147	TRUE	FALSE	FALSE	2	2	6152	16	0	0	0	unbinned
spaS184_000000005166	FALSE	TRUE	FALSE	1	1	6129	10	0	1	1	good MAG
spaS184_000000005168	FALSE	TRUE	FALSE	1	1	6128	9	0	0	0	unbinned
spaS184_000000005173	TRUE	FALSE	FALSE	1	1	6125	5	0	0	0	unbinned
spaS184_000000005175	FALSE	TRUE	FALSE	1	1	6124	5	0	0	0	unbinned
spaS184_000000005176	FALSE	TRUE	FALSE	2	1	6124	16	0	1	1	good MAG
spaS184_000000005187	FALSE	TRUE	FALSE	2	2	6111	15	0	0	0	unbinned
spaS184_000000005210	FALSE	TRUE	FALSE	2	1	6075	10	0	1	1	good MAG
spaS184_000000005275	TRUE	FALSE	FALSE	3	1	5150	9	0	1	1	good MAG
spaS184_000000005299	FALSE	TRUE	FALSE	1	1	5961	7	0	0	0	unbinned
spaS184_000000005363	FALSE	TRUE	FALSE	1	1	5894	9	0	0	0	unbinned
spaS184_000000005365	TRUE	FALSE	FALSE	3	2	6634	7	0	1	1	good MAG
spaS184_000000005375	TRUE	FALSE	FALSE	4	2	9019	17	0	0	0	unbinned
spaS184_000000005416	TRUE	FALSE	FALSE	1	1	5824	5	0	1	1	good MAG
spaS184_000000005447	TRUE	FALSE	FALSE	1	1	5784	8	0	0	0	unbinned
spaS184_000000005463	TRUE	FALSE	FALSE	3	1	23742	17	0	0	0	unbinned
spaS184_000000005475	FALSE	TRUE	FALSE	3	2	5758	7	0	0	0	unbinned
spaS184_000000005517	TRUE	FALSE	FALSE	1	1	5715	6	0	0	0	unbinned
spaS184_000000005542	TRUE	FALSE	FALSE	1	1	5687	7	0	0	0	unbinned
spaS184_000000005548	FALSE	TRUE	FALSE	1	1	5683	5	0	0	0	unbinned
spaS184_000000005557	FALSE	TRUE	FALSE	1	1	5674	13	0	0	0	unbinned
spaS184_000000005558	TRUE	FALSE	FALSE	1	1	5674	7	0	1	1	good MAG
spaS184_000000005559	FALSE	TRUE	FALSE	1	1	5673	15	0	0	0	unbinned
spaS184_000000005595	TRUE	FALSE	FALSE	1	1	14162	11	0	0	0	unbinned
spaS184_000000005596	FALSE	TRUE	FALSE	1	1	5639	11	0	0	0	unbinned
spaS184_000000005598	FALSE	FALSE	TRUE	1	1	5638	8	1	1	1	good MAG
spaS184_000000005655	TRUE	TRUE	FALSE	3	1	20292	18	0	0	0	unbinned
spaS184_000000005663	FALSE	FALSE	TRUE	3	1	216555	181	1	3	3	good MAG
spaS184_000000005681	TRUE	FALSE	FALSE	1	1	5539	5	0	1	1	good MAG
spaS184_000000005714	TRUE	FALSE	FALSE	2	2	5493	9	0	0	0	unbinned
spaS184_000000005726	TRUE	FALSE	FALSE	1	1	5482	9	0	0	0	unbinned
spaS184_000000005781	FALSE	TRUE	FALSE	1	1	5417	11	0	0	0	unbinned
spaS184_000000005810	TRUE	FALSE	FALSE	1	1	5380	7	0	0	0	unbinned
spaS184_000000005817	FALSE	TRUE	FALSE	1	1	5376	9	0	0	0	unbinned
spaS184_000000005833	FALSE	TRUE	FALSE	1	1	5361	6	0	0	0	unbinned
spaS184_000000005853	TRUE	FALSE	FALSE	1	1	5342	5	0	0	0	unbinned
spaS184_000000005896	FALSE	TRUE	FALSE	1	1	5301	5	0	1	1	good MAG
spaS184_000000005897	FALSE	TRUE	FALSE	1	1	5301	5	0	0	0	unbinned
spaS184_000000005911	TRUE	FALSE	FALSE	1	1	5288	7	0	0	0	unbinned
spaS184_000000005921	FALSE	TRUE	FALSE	1	1	5278	7	0	0	0	unbinned
spaS184_000000005922	TRUE	FALSE	FALSE	1	1	5277	4	0	1	1	good MAG
spaS184_000000005953	FALSE	TRUE	FALSE	1	1	5247	10	0	0	0	unbinned
spaS184_000000005967	FALSE	FALSE	TRUE	6	1	623031	447	1	5	5	good MAG
spaS184_000000006044	FALSE	TRUE	FALSE	1	1	5160	13	0	0	0	unbinned
spaS184_000000006063	TRUE	FALSE	FALSE	2	1	5138	7	0	0	0	unbinned
spaS184_000000006094	FALSE	TRUE	FALSE	1	1	5110	12	0	0	1	binned (low quality)
spaS184_000000006115	FALSE	TRUE	FALSE	1	1	5102	5	0	0	0	unbinned
spaS184_000000006123	TRUE	FALSE	FALSE	2	1	5094	13	0	0	0	unbinned
spaS184_000000006171	FALSE	TRUE	FALSE	1	1	5054	5	0	1	1	good MAG
spaS184_000000006182	FALSE	TRUE	FALSE	1	1	5046	8	0	0	0	unbinned
spaS184_000000006188	FALSE	FALSE	TRUE	2	1	9541	8	1	1	1	good MAG
spaS184_000000006191	FALSE	TRUE	FALSE	1	1	5039	7	0	0	0	unbinned
spaS184_000000006193	FALSE	TRUE	FALSE	2	1	5036	7	0	0	0	unbinned
spaS184_000000006215	FALSE	TRUE	FALSE	15	3	5013	24	0	8	11	good MAG
spaS184_000000006355	FALSE	TRUE	FALSE	2	1	8145	25	0	0	0	unbinned
spaS184_000000006381	FALSE	TRUE	FALSE	2	1	7524	12	0	1	1	good MAG
spaS184_000000006385	TRUE	FALSE	FALSE	2	1	15087	16	0	1	1	good MAG
spaS184_000000006430	FALSE	TRUE	FALSE	3	1	4817	20	0	0	0	unbinned
spaS184_000000006512	TRUE	FALSE	FALSE	1	1	12475	10	0	0	0	unbinned
spaS184_000000006577	FALSE	TRUE	FALSE	4	1	8818	21	0	2	2	good MAG
spaS184_000000006607	FALSE	TRUE	FALSE	2	1	4683	11	0	1	1	good MAG
spaS184_000000006668	TRUE	TRUE	FALSE	9	4	7805	21	0	0	0	unbinned
spaS184_000000006689	FALSE	FALSE	TRUE	2	1	54943	56	1	2	2	good MAG
spaS184_000000006767	FALSE	FALSE	TRUE	3	1	19356	19	1	2	2	good MAG
spaS184_000000007030	FALSE	FALSE	TRUE	4	2	8694	36	1	1	1	good MAG
spaS184_000000007050	TRUE	FALSE	FALSE	2	1	6532	56	0	0	0	unbinned
spaS184_000000007105	FALSE	TRUE	TRUE	2	2	42511	133	1	2	2	good MAG
spaS184_000000007132	FALSE	FALSE	TRUE	2	1	4345	33	1	2	2	good MAG
spaS184_000000007136	TRUE	FALSE	FALSE	7	1	4156	10	0	7	7	good MAG
spaS184_000000007177	TRUE	FALSE	FALSE	1	1	5343	7	0	1	1	good MAG
spaS184_000000007300	FALSE	FALSE	TRUE	4	1	29531	27	1	0	0	unbinned
spaS184_000000007307	FALSE	TRUE	FALSE	1	1	10221	10	0	1	1	good MAG
spaS184_000000007334	TRUE	FALSE	FALSE	2	1	36068	28	0	2	2	good MAG
spaS184_000000007353	FALSE	TRUE	FALSE	4	3	6539	12	0	1	1	good MAG
spaS184_000000007374	FALSE	TRUE	FALSE	7	1	8274	59	0	5	5	good MAG
spaS184_000000007451	FALSE	FALSE	TRUE	2	1	58912	45	1	1	1	good MAG
spaS184_000000007472	TRUE	FALSE	FALSE	6	2	7762	10	0	2	2	good MAG
spaS184_000000007597	FALSE	TRUE	FALSE	2	1	6585	7	0	0	0	unbinned
spaS184_000000007605	FALSE	FALSE	TRUE	1	1	4087	5	1	0	0	unbinned
spaS184_000000007618	FALSE	TRUE	FALSE	1	1	6005	3	0	0	0	unbinned
spaS184_000000007660	FALSE	TRUE	FALSE	1	1	15597	16	0	0	0	unbinned
spaS184_000000007703	FALSE	TRUE	FALSE	4	2	8489	11	0	0	0	unbinned
spaS184_000000007713	FALSE	FALSE	TRUE	1	1	11162	9	1	1	1	good MAG
spaS184_000000007788	TRUE	FALSE	FALSE	1	1	8563	11	0	0	0	unbinned
spaS184_000000007817	FALSE	TRUE	FALSE	2	1	47067	35	0	1	1	good MAG
spaS184_000000007903	TRUE	FALSE	FALSE	1	1	9155	10	0	1	1	good MAG
spaS184_000000007918	TRUE	FALSE	FALSE	2	1	6625	9	0	0	0	unbinned
spaS184_000000008013	FALSE	FALSE	TRUE	3	1	165765	156	1	3	3	good MAG
spaS184_000000008057	FALSE	FALSE	TRUE	2	2	4102	4	1	1	1	good MAG
spaS184_000000008147	FALSE	TRUE	FALSE	4	1	7237	11	0	4	4	good MAG
spaS184_000000008159	TRUE	FALSE	FALSE	11	4	7990	12	0	3	3	good MAG
spaS184_000000008371	FALSE	TRUE	FALSE	3	1	7745	4	0	1	1	good MAG
spaS184_000000008415	TRUE	FALSE	FALSE	1	1	15794	9	0	0	0	unbinned
spaS184_000000008474	FALSE	TRUE	FALSE	1	1	26032	36	0	0	0	unbinned
spaS184_000000008573	FALSE	FALSE	TRUE	1	1	7587	5	1	0	0	unbinned
spaS184_000000008661	TRUE	FALSE	FALSE	1	1	6087	4	0	0	0	unbinned
spaS184_000000008759	TRUE	FALSE	FALSE	2	1	7275	11	0	0	0	unbinned
spaS184_000000008795	FALSE	TRUE	FALSE	2	1	6776	11	0	1	1	good MAG
spaS184_000000009010	TRUE	FALSE	FALSE	2	1	40541	137	0	2	2	good MAG
spaS184_000000009025	TRUE	FALSE	FALSE	1	1	5128	11	0	0	0	unbinned
spaS184_000000009070	TRUE	FALSE	FALSE	2	1	10838	6	0	2	2	good MAG
spaS184_000000009083	TRUE	FALSE	FALSE	2	1	5541	5	0	1	1	good MAG
spaS184_000000009115	FALSE	TRUE	FALSE	1	1	9408	8	0	1	1	good MAG
spaS184_000000009213	FALSE	FALSE	TRUE	3	1	5701	17	1	0	0	unbinned
spaS184_000000009267	TRUE	FALSE	FALSE	2	1	11410	3	0	1	1	good MAG
spaS184_000000009333	TRUE	FALSE	FALSE	1	1	5964	7	0	0	0	unbinned
spaS184_000000009446	TRUE	FALSE	FALSE	34	7	23364	19	0	33	33	good MAG
spaS184_000000009469	FALSE	TRUE	FALSE	3	1	9259	40	0	2	2	good MAG
spaS184_000000009536	FALSE	TRUE	FALSE	1	1	5101	5	0	1	1	good MAG
spaS184_000000009553	TRUE	FALSE	FALSE	2	1	8870	12	0	1	1	good MAG
spaS184_000000009588	FALSE	TRUE	FALSE	1	1	5706	4	0	0	0	unbinned
spaS184_000000009641	FALSE	TRUE	FALSE	4	1	3200	208	0	0	0	unbinned
spaS184_000000009752	FALSE	TRUE	FALSE	1	1	12245	17	0	0	0	unbinned
spaS184_000000009756	TRUE	FALSE	FALSE	2	1	5656	6	0	0	0	unbinned
spaS184_000000009766	TRUE	FALSE	FALSE	1	1	11081	16	0	1	1	good MAG
spaS184_000000009772	FALSE	TRUE	FALSE	4	1	7849	13	0	0	0	unbinned
spaS184_000000009854	FALSE	FALSE	TRUE	2	2	3137	4	1	1	1	good MAG
spaS184_000000009883	FALSE	TRUE	FALSE	1	1	16626	28	0	0	0	unbinned
spaS184_000000009928	TRUE	FALSE	FALSE	2	1	8125	12	0	0	0	unbinned
spaS184_000000009988	FALSE	TRUE	FALSE	6	1	5785	19	0	0	0	unbinned
spaS184_000000010003	FALSE	FALSE	TRUE	1	1	4019	3	1	0	0	unbinned
spaS184_000000010106	TRUE	FALSE	FALSE	2	1	7626	8	0	2	2	good MAG
spaS184_000000010125	FALSE	TRUE	FALSE	2	1	3060	13	0	0	0	unbinned
spaS184_000000010226	FALSE	TRUE	FALSE	2	1	5324	6	0	0	0	unbinned
spaS184_000000010354	FALSE	FALSE	TRUE	1	1	2988	5	1	0	1	binned (low quality)
spaS184_000000010382	FALSE	FALSE	TRUE	3	1	40496	23	1	1	2	good MAG
spaS184_000000010386	FALSE	TRUE	FALSE	2	1	9791	18	0	0	0	unbinned
spaS184_000000010480	TRUE	FALSE	FALSE	1	1	8705	11	0	0	0	unbinned
spaS184_000000010542	TRUE	FALSE	FALSE	1	1	7587	5	0	1	1	good MAG
spaS184_000000010596	FALSE	TRUE	FALSE	6	1	78602	69	0	6	6	good MAG
spaS184_000000010694	FALSE	TRUE	FALSE	1	1	7644	11	0	0	0	unbinned
spaS184_000000011034	FALSE	TRUE	FALSE	3	1	8799	9	0	1	1	good MAG
spaS184_000000011069	FALSE	TRUE	FALSE	1	1	5609	5	0	0	0	unbinned
spaS184_000000011084	FALSE	TRUE	FALSE	2	1	5922	12	0	0	0	unbinned
spaS184_000000011094	TRUE	FALSE	FALSE	2	1	2800	13	0	0	0	unbinned
spaS184_000000011106	TRUE	FALSE	FALSE	2	1	8170	7	0	2	2	good MAG
spaS184_000000011136	TRUE	FALSE	FALSE	2	1	5386	6	0	0	0	unbinned
spaS184_000000011222	TRUE	FALSE	FALSE	1	1	6594	11	0	0	0	unbinned
spaS184_000000011234	TRUE	FALSE	FALSE	3	1	5326	9	0	1	1	good MAG
spaS184_000000011235	FALSE	TRUE	FALSE	1	1	9940	12	0	0	0	unbinned
spaS184_000000011244	FALSE	TRUE	FALSE	2	1	7494	7	0	0	0	unbinned
spaS184_000000011271	FALSE	TRUE	FALSE	2	1	6980	9	0	2	2	good MAG
spaS184_000000011296	TRUE	TRUE	FALSE	6	1	19254	17	0	1	1	good MAG
spaS184_000000011316	TRUE	FALSE	FALSE	1	1	12266	12	0	0	0	unbinned
spaS184_000000011357	FALSE	TRUE	FALSE	1	1	7250	8	0	0	0	unbinned
spaS184_000000011360	FALSE	FALSE	TRUE	1	1	17731	21	1	1	1	good MAG
spaS184_000000011378	FALSE	TRUE	FALSE	2	1	9810	14	0	0	0	unbinned
spaS184_000000011403	TRUE	FALSE	FALSE	1	1	18404	17	0	0	0	unbinned
spaS184_000000011477	FALSE	TRUE	FALSE	10	4	9164	21	0	0	0	unbinned
spaS184_000000011502	FALSE	TRUE	FALSE	2	1	5516	5	0	0	0	unbinned
spaS184_000000011652	TRUE	FALSE	FALSE	2	1	9290	9	0	1	1	good MAG
spaS184_000000011663	FALSE	TRUE	FALSE	2	1	5072	8	0	0	0	unbinned
spaS184_000000011877	TRUE	FALSE	FALSE	4	1	5192	7	0	0	0	unbinned
spaS184_000000011945	TRUE	FALSE	FALSE	1	1	12663	20	0	1	1	good MAG
spaS184_000000011965	FALSE	TRUE	FALSE	2	1	5926	9	0	0	0	unbinned
spaS184_000000012086	TRUE	FALSE	FALSE	3	2	8201	10	0	0	0	unbinned
spaS184_000000012103	FALSE	TRUE	FALSE	3	1	3535	27	0	2	2	good MAG
spaS184_000000012129	FALSE	FALSE	TRUE	25	5	65632	38	1	24	25	good MAG
spaS184_000000012271	FALSE	TRUE	FALSE	2	1	7534	9	0	0	0	unbinned
spaS184_000000012299	TRUE	FALSE	FALSE	2	1	8463	11	0	1	1	good MAG
spaS184_000000012302	TRUE	FALSE	FALSE	2	1	8248	8	0	0	0	unbinned
spaS184_000000012310	FALSE	TRUE	FALSE	1	1	20706	26	0	0	0	unbinned
spaS184_000000012312	TRUE	FALSE	FALSE	2	1	9206	26	0	1	1	good MAG
spaS184_000000012313	FALSE	TRUE	FALSE	2	1	7635	8	0	0	0	unbinned
spaS184_000000012378	TRUE	FALSE	FALSE	2	1	7958	7	0	1	1	good MAG
spaS184_000000012432	TRUE	FALSE	FALSE	2	1	7987	5	0	0	0	unbinned
spaS184_000000012451	FALSE	FALSE	TRUE	1	1	2499	2	1	0	0	unbinned
spaS184_000000012503	TRUE	FALSE	FALSE	2	1	6036	2	0	1	1	good MAG
spaS184_000000012631	FALSE	TRUE	FALSE	1	1	5165	2	0	1	1	good MAG
spaS184_000000012689	FALSE	TRUE	FALSE	2	1	5516	7	0	0	1	binned (low quality)
spaS184_000000012724	FALSE	TRUE	FALSE	2	1	5139	7	0	1	1	good MAG
spaS184_000000012773	FALSE	FALSE	TRUE	2	1	2437	13	2	1	1	good MAG
spaS184_000000012835	FALSE	TRUE	FALSE	2	1	7378	6	0	0	0	unbinned
spaS184_000000012840	FALSE	FALSE	TRUE	3	2	4067	5	1	0	0	unbinned
spaS184_000000012842	FALSE	FALSE	TRUE	1	1	2424	2	1	0	0	unbinned
spaS184_000000012872	TRUE	FALSE	FALSE	1	1	5199	8	0	0	0	unbinned
spaS184_000000012978	TRUE	FALSE	FALSE	2	1	5464	7	0	1	1	good MAG
spaS184_000000012996	TRUE	FALSE	FALSE	2	1	7454	12	0	0	0	unbinned
spaS184_000000013046	TRUE	FALSE	FALSE	1	1	5589	4	0	0	0	unbinned
spaS184_000000013108	TRUE	FALSE	FALSE	2	1	9194	9	0	1	1	good MAG
spaS184_000000013130	FALSE	TRUE	FALSE	2	1	7280	11	0	0	0	unbinned
spaS184_000000013238	TRUE	TRUE	FALSE	10	2	7603	6	0	3	3	good MAG
spaS184_000000013360	TRUE	FALSE	FALSE	2	1	7238	11	0	1	1	good MAG
spaS184_000000013366	TRUE	FALSE	FALSE	2	2	6594	12	0	2	2	good MAG
spaS184_000000013434	TRUE	FALSE	FALSE	4	2	9743	13	0	0	0	unbinned
spaS184_000000013466	TRUE	FALSE	FALSE	2	1	6586	9	0	0	0	unbinned
spaS184_000000013510	TRUE	FALSE	FALSE	2	1	2299	12	0	0	0	unbinned
spaS184_000000013543	FALSE	TRUE	FALSE	6	2	29173	41	0	1	1	good MAG
spaS184_000000013628	FALSE	FALSE	TRUE	3	1	534179	431	1	2	2	good MAG
spaS184_000000013637	FALSE	TRUE	FALSE	3	1	9603	18	0	2	2	good MAG
spaS184_000000013718	FALSE	FALSE	TRUE	7	4	8754	71	1	3	3	good MAG
spaS184_000000013807	FALSE	TRUE	FALSE	2	1	5644	6	0	0	0	unbinned
spaS184_000000013817	TRUE	FALSE	FALSE	2	1	7789	11	0	0	0	unbinned
spaS184_000000013907	FALSE	FALSE	TRUE	2	1	7324	45	2	2	2	good MAG
spaS184_000000013944	TRUE	FALSE	FALSE	2	1	5712	8	0	1	1	good MAG
spaS184_000000014029	TRUE	FALSE	FALSE	3	2	7039	10	0	0	0	unbinned
spaS184_000000014073	FALSE	TRUE	FALSE	2	1	6503	7	0	1	1	good MAG
spaS184_000000014196	FALSE	TRUE	FALSE	2	1	7773	9	0	0	0	unbinned
spaS184_000000014215	FALSE	TRUE	FALSE	2	1	6405	8	0	0	0	unbinned
spaS184_000000014226	FALSE	FALSE	TRUE	2	1	8794	181	1	1	2	good MAG
spaS184_000000014334	FALSE	TRUE	FALSE	3	1	6427	8	0	1	1	good MAG
spaS184_000000014400	TRUE	FALSE	FALSE	2	1	5668	6	0	1	1	good MAG
spaS184_000000014447	FALSE	TRUE	FALSE	2	1	6748	6	0	0	0	unbinned
spaS184_000000014540	TRUE	FALSE	FALSE	4	2	39486	20	0	1	1	good MAG
spaS184_000000014541	TRUE	FALSE	FALSE	2	1	2130	24	0	0	0	unbinned
spaS184_000000014945	FALSE	FALSE	TRUE	2	1	36269	38	1	2	2	good MAG
spaS184_000000014991	FALSE	TRUE	FALSE	2	1	5366	7	0	0	0	unbinned
spaS184_000000014999	TRUE	FALSE	FALSE	2	1	6815	5	0	0	0	unbinned
spaS184_000000015009	FALSE	TRUE	FALSE	2	1	3547	15	0	0	0	unbinned
spaS184_000000015031	FALSE	TRUE	FALSE	3	1	22336	25	0	0	0	unbinned
spaS184_000000015241	FALSE	TRUE	FALSE	1	1	6447	4	0	0	0	unbinned
spaS184_000000015327	FALSE	TRUE	FALSE	6	2	5998	19	0	3	3	good MAG
spaS184_000000015364	TRUE	FALSE	FALSE	3	1	7026	7	0	0	0	unbinned
spaS184_000000015455	FALSE	TRUE	FALSE	2	1	8834	11	0	0	0	unbinned
spaS184_000000015545	FALSE	TRUE	FALSE	2	1	5832	5	0	2	2	good MAG
spaS184_000000015751	FALSE	FALSE	TRUE	2	1	2728	205	1	2	2	good MAG
spaS184_000000015825	FALSE	TRUE	FALSE	1	1	5142	9	0	0	0	unbinned
spaS184_000000015919	FALSE	FALSE	TRUE	2	1	85955	110	1	2	2	good MAG
spaS184_000000015982	FALSE	TRUE	FALSE	2	1	6272	11	0	0	0	unbinned
spaS184_000000016042	FALSE	TRUE	FALSE	4	1	7692	7	0	1	1	good MAG
spaS184_000000016065	FALSE	FALSE	TRUE	2	1	57181	51	1	2	2	good MAG
spaS184_000000016132	TRUE	FALSE	TRUE	2	1	6811	5	1	1	1	good MAG
spaS184_000000016366	FALSE	TRUE	FALSE	4	1	5084	3	0	2	2	good MAG
spaS184_000000016429	FALSE	TRUE	FALSE	2	1	6212	10	0	0	0	unbinned
spaS184_000000016481	FALSE	TRUE	FALSE	2	1	1879	8	0	0	0	unbinned
spaS184_000000016523	FALSE	TRUE	FALSE	4	1	9798	73	0	0	0	unbinned
spaS184_000000016625	TRUE	FALSE	FALSE	4	1	9280	6	0	2	2	good MAG
spaS184_000000016756	TRUE	FALSE	FALSE	2	1	6842	8	0	0	0	unbinned
spaS184_000000016834	TRUE	FALSE	FALSE	2	1	5797	6	0	0	0	unbinned
spaS184_000000017023	FALSE	TRUE	FALSE	5	1	6317	7	0	0	0	unbinned
spaS184_000000017122	FALSE	TRUE	FALSE	2	1	6524	3	0	1	1	good MAG
spaS184_000000017189	FALSE	TRUE	FALSE	2	1	8778	15	0	0	0	unbinned
spaS184_000000017262	FALSE	TRUE	FALSE	2	1	7421	12	0	1	1	good MAG
spaS184_000000017289	FALSE	TRUE	FALSE	2	1	6206	4	0	0	0	unbinned
spaS184_000000017310	FALSE	FALSE	TRUE	2	2	4809	6	1	0	0	unbinned
spaS184_000000017417	FALSE	FALSE	TRUE	3	2	2277	3	1	0	0	unbinned
spaS184_000000017463	FALSE	TRUE	FALSE	3	1	5541	10	0	0	0	unbinned
spaS184_000000017700	FALSE	TRUE	FALSE	1	1	6478	9	0	0	0	unbinned
spaS184_000000017846	FALSE	TRUE	FALSE	2	1	3607	13	0	0	0	unbinned
spaS184_000000017915	FALSE	TRUE	FALSE	2	1	6746	8	0	0	0	unbinned
spaS184_000000017959	TRUE	FALSE	FALSE	2	1	6852	5	0	1	1	good MAG
spaS184_000000018064	TRUE	FALSE	FALSE	2	1	1716	16	0	0	0	unbinned
spaS184_000000018196	FALSE	TRUE	FALSE	2	1	3639	15	0	0	0	unbinned
spaS184_000000018460	TRUE	FALSE	FALSE	6	1	7371	9	0	5	5	good MAG
